age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,gt50k
45,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,27,United-States,lte50k
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,gt50k
64,Private,10th,6,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,lte50k
29,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,Taiwan,lte50k
22,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,30,Germany,lte50k
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,Italy,gt50k
67,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,75,United-States,gt50k
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,lte50k
42,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,50,United-States,lte50k
53,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,lte50k
81,Private,9th,5,Widowed,Priv-house-serv,Not-in-family,Black,Female,2062,0,5,United-States,lte50k
33,Local-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,1138,40,United-States,lte50k
17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,lte50k
55,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,,gt50k
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,lte50k
24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,lte50k
40,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,lte50k
30,Local-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
24,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,lte50k
26,Private,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,lte50k
38,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,lte50k
30,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,gt50k
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,lte50k
40,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,gt50k
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,98,United-States,lte50k
23,Private,7th-8th,4,Never-married,Craft-repair,Other-relative,White,Male,0,0,36,United-States,lte50k
56,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,lte50k
42,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,lte50k
40,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Canada,lte50k
49,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,1902,40,United-States,gt50k
35,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,,lte50k
52,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,35,United-States,lte50k
28,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
35,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,lte50k
21,,Some-college,10,Never-married,,Own-child,White,Female,0,0,5,United-States,lte50k
43,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,lte50k
32,,Assoc-voc,11,Never-married,,Unmarried,White,Female,0,0,2,United-States,lte50k
29,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,Italy,gt50k
23,Private,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,lte50k
50,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,48,United-States,lte50k
34,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,lte50k
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,lte50k
47,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,lte50k
37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,lte50k
25,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,35,United-States,lte50k
75,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,gt50k
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
28,State-gov,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,lte50k
17,Local-gov,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,lte50k
31,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,lte50k
31,Private,Preschool,1,Never-married,Other-service,Other-relative,White,Female,0,0,35,Mexico,lte50k
18,,HS-grad,9,Never-married,,Own-child,White,Male,0,0,10,United-States,lte50k
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,gt50k
31,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,42,United-States,lte50k
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,gt50k
48,Private,Some-college,10,Widowed,Exec-managerial,Unmarried,Black,Female,0,1669,38,United-States,lte50k
22,,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,22,United-States,lte50k
34,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,30,United-States,lte50k
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,lte50k
53,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,lte50k
60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,gt50k
49,Local-gov,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,lte50k
40,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,lte50k
48,Self-emp-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,lte50k
23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,lte50k
68,,7th-8th,4,Widowed,,Not-in-family,Black,Male,0,0,10,United-States,lte50k
42,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
37,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,85,United-States,lte50k
27,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,45,United-States,lte50k
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,gt50k
27,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Ireland,lte50k
75,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
49,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,gt50k
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,lte50k
36,Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,lte50k
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,45,United-States,gt50k
35,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,lte50k
36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,gt50k
53,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,lte50k
27,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,lte50k
34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,35,United-States,lte50k
61,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,gt50k
29,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,56,United-States,lte50k
40,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,lte50k
37,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,gt50k
22,Private,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,lte50k
43,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,lte50k
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,lte50k
28,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
23,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,lte50k
64,Local-gov,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,gt50k
46,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,lte50k
29,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,lte50k
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,48,India,lte50k
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,lte50k
62,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,lte50k
49,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,35,Columbia,lte50k
29,Private,10th,6,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,lte50k
35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Japan,lte50k
39,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,lte50k
39,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,lte50k
37,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,32,United-States,lte50k
38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829,0,30,Mexico,lte50k
72,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,lte50k
31,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
55,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,lte50k
38,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,lte50k
33,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States,lte50k
25,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
19,,Some-college,10,Never-married,,Own-child,White,Male,0,0,30,United-States,lte50k
37,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,52,United-States,lte50k
49,Private,Some-college,10,Divorced,Tech-support,Other-relative,White,Male,0,0,35,United-States,lte50k
26,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,lte50k
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,lte50k
44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,lte50k
37,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,gt50k
42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,gt50k
64,State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,gt50k
28,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,gt50k
35,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,4650,0,50,United-States,lte50k
40,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,lte50k
55,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
21,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,lte50k
49,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,lte50k
51,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
57,Private,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,Philippines,gt50k
51,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
38,Private,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,,lte50k
24,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,1762,32,United-States,lte50k
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,England,lte50k
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,lte50k
42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,gt50k
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,lte50k
28,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,lte50k
60,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,lte50k
31,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,2238,40,United-States,lte50k
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,gt50k
40,,HS-grad,9,Divorced,,Not-in-family,White,Male,0,0,25,United-States,lte50k
30,Private,HS-grad,9,Married-AF-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,lte50k
61,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,gt50k
71,Local-gov,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,6,United-States,lte50k
42,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
44,Local-gov,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,lte50k
46,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,gt50k
50,Local-gov,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,52,United-States,gt50k
27,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,9,United-States,lte50k
40,,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States,lte50k
21,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,Mexico,lte50k
25,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,35,United-States,lte50k
61,Private,5th-6th,3,Divorced,Transport-moving,Not-in-family,White,Male,0,1876,56,United-States,lte50k
54,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,lte50k
31,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,lte50k
53,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,lte50k
39,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,gt50k
57,Self-emp-inc,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,50,United-States,gt50k
48,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,44,United-States,lte50k
30,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,gt50k
35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,lte50k
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,lte50k
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,gt50k
69,Local-gov,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,lte50k
29,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,lte50k
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,lte50k
40,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,lte50k
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
36,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,lte50k
41,Private,HS-grad,9,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Japan,gt50k
72,,HS-grad,9,Widowed,,Not-in-family,White,Male,0,0,30,United-States,lte50k
20,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,lte50k
41,Local-gov,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
34,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,lte50k
48,Private,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,lte50k
27,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,lte50k
35,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,gt50k
28,,HS-grad,9,Never-married,,Own-child,Black,Male,0,0,40,United-States,lte50k
27,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,lte50k
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,lte50k
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,lte50k
32,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
38,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,gt50k
23,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,lte50k
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,gt50k
40,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,gt50k
35,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,lte50k
74,Self-emp-inc,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,lte50k
28,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,lte50k
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,lte50k
20,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,2258,10,United-States,lte50k
44,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,56,United-States,lte50k
46,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,lte50k
20,,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,lte50k
51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,gt50k
40,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
48,Private,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,gt50k
60,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,84,United-States,lte50k
48,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States,lte50k
48,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
22,,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,35,United-States,lte50k
24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,lte50k
45,State-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,lte50k
18,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,lte50k
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
65,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,65,United-States,lte50k
22,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,lte50k
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,lte50k
28,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,gt50k
42,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,gt50k
61,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,gt50k
28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,7688,0,50,United-States,gt50k
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,lte50k
24,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,lte50k
45,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States,gt50k
24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,lte50k
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,gt50k
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,lte50k
35,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,2829,0,55,Poland,lte50k
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,lte50k
25,Private,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male,2354,0,45,United-States,lte50k
19,Private,5th-6th,3,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,lte50k
35,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,lte50k
54,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
21,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,lte50k
26,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,gt50k
42,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,gt50k
44,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,lte50k
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,55,United-States,lte50k
26,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
64,Federal-gov,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,gt50k
41,Private,11th,7,Divorced,Other-service,Unmarried,Other,Female,0,0,40,United-States,lte50k
25,,Some-college,10,Never-married,,Own-child,Black,Male,0,0,40,,lte50k
43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,lte50k
45,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,10520,0,48,United-States,gt50k
48,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,gt50k
60,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,lte50k
45,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,lte50k
51,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,gt50k
37,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,lte50k
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,gt50k
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,lte50k
47,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,gt50k
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,gt50k
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
32,,10th,6,Divorced,,Not-in-family,White,Female,0,0,40,United-States,lte50k
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,lte50k
47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,lte50k
55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,lte50k
38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,lte50k
24,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,United-States,lte50k
64,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,gt50k
56,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
